Структурное подразделение - полный путь с группирующими	Код функции	Должность /профессия (разряд, категория)	Грейд	ФОТ по рынку
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Ведущий инженер	3	78082.27730769232
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Главный специалист	4	93523.44833333333
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Инженер	3	78330.13466666668
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Инженер 1 категории	3	77572.82500000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Инженер 2 категории	3	80428.68166666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Машинист двигателей внутреннего сгорания 5 разряда	1	37011.590000000004
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Начальник участка	4	118849.68740740741
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Слесарь-сантехник 5 разряда	1	42547.57833333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Слесарь-сантехник 6 разряда	1	41389.095
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Специалист	3	82472.62375000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Старший электромеханик	2	56771.86625000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Старший электромеханик связи	2	58954.156904761905
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Электромеханик	2	61728.93833333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Электромеханик связи	2	58811.66666666666
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Электромонтер по ремонту и обслуживанию электрооборудования 5 разряда	2	51742.551666666666
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0313 БТИ_xЦТЭТ_ТЦТЭТ_ЭУ	Электромонтер по ремонту и обслуживанию электрооборудования 6 разряда	2	57774.475000000006
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Ведущий инженер	3	79258.5
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Ведущий инженер-энергетик	3	79305.64929166666
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Ведущий инженер-энергетик	4	107741.06187500001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Ведущий инженер-энергетик	5	208938.14296666667
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Инженер 1 категории	3	78483.425
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Инженер-энергетик	3	78673.82399122808
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Руководитель группы	4	101998.16611111112
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Руководитель группы	5	187104.75
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0315 БТИ_xЦТЭТ_хЦТЭТ_ЭУ	Специалист	2	56119.42375000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0316 ФЭБ - Бухгалтерия	Бухгалтер	2	42067
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0316 ФЭБ - Бухгалтерия	Руководитель направления	5	169917.03999999998
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0317 ФЭБ - Закупки	Главный специалист	4	91125.38750000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0319 ФЭБ - Логистика	Главный специалист	4	106388.70000000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0333 B2B - Продукты	Ведущий специалист	4	148117.08333333334
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0333 B2B - Продукты	Руководитель направления	5	193478.1923076923
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0333 B2B - Продукты	Старший менеджер	4	124742.01250000001
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0334 B2B - Организация продаж и обслуживания	Главный специалист	4	103852.96875
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0334 B2B - Организация продаж и обслуживания	Руководитель направления	5	190931.49
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0339 B2B - Прочее	Специалист	3	62320.42857142857
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0341 B2B - Продажи и обслуживание, старший сегмент	Ведущий менеджер по работе с холдингами	5	222649.20192307694
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0341 B2B - Продажи и обслуживание, старший сегмент	Ведущий специалист	4	132315.75625
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0341 B2B - Продажи и обслуживание, старший сегмент	Главный специалист	4	124572.10840909091
"Группирующий узел Центр \ Макрорегиональный филиал ""Центр"" "	0341 B2B - Продажи и обслуживание, старший сегмент	Заместитель начальника отдела	5	231882.58333333334
